사진번호,파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%),최상위라벨,최상위확률(%)
1,갈비_골목갈비_1838.jpg,arcade,21.99,street,10.77,downtown,10.72,arcade,21.99
2,갈비_초량골목갈비_1806.jpg,bakery/shop,81.14,butchers_shop,3.89,delicatessen,3.42,bakery/shop,81.14
3,갈비_초량골목갈비_1807.jpg,catacomb,68.5,archaelogical_excavation,7.75,bakery/shop,5.22,catacomb,68.5
4,갈비_초량골목갈비_1808.jpg,bakery/shop,80.04,butchers_shop,8.35,delicatessen,6.13,bakery/shop,80.04
5,갤러리카페_스타파이브_1066.jpg,restaurant_patio,11.36,diner/outdoor,11.32,parking_garage/outdoor,9.93,restaurant_patio,11.36
6,"고궁,궁_경복궁_241.jpg",pagoda,43.34,temple/asia,34.96,palace,8.31,pagoda,43.34
7,"고궁,궁_경희궁_264.jpg",palace,33.74,temple/asia,21.35,pagoda,9.3,palace,33.74
8,"고궁,궁_경희궁_266.jpg",valley,23.13,mountain,19.64,rice_paddy,8.13,valley,23.13
9,"고궁,궁_용흥궁_1241.jpg",staircase,17.15,stable,13.3,courtyard,9.55,staircase,17.15
10,"고궁,궁_용흥궁_1242.jpg",temple/asia,59.56,pagoda,10.11,zen_garden,7.69,temple/asia,59.56
11,"고궁,궁_용흥궁_1243.jpg",burial_chamber,33.5,jail_cell,16.51,alcove,14.1,burial_chamber,33.5
12,"고궁,궁_운현궁_267.jpg",zen_garden,33.22,temple/asia,29.47,courtyard,27.93,zen_garden,33.22
13,"고궁,궁_운현궁_268.jpg",building_facade,17.45,temple/asia,9.21,museum/outdoor,6.81,building_facade,17.45
14,"고궁,궁_운현궁_269.jpg",shopfront,14.87,temple/asia,13.13,ticket_booth,12.84,shopfront,14.87
15,"고궁,궁_창덕궁_244.jpg",palace,33.22,temple/asia,29.43,pagoda,19.76,palace,33.22
16,"고궁,궁_창덕궁_246.jpg",temple/asia,17.42,palace,12.24,pagoda,11.81,temple/asia,17.42
17,"고궁,궁_화성행궁_759.jpg",temple/asia,59.16,pagoda,20.25,ticket_booth,14.01,temple/asia,59.16
18,공원_동탄호수공원_629.jpg,skyscraper,22.54,downtown,19.6,lake/natural,8.1,skyscraper,22.54
19,공원_동탄호수공원_630.jpg,park,15.56,museum/outdoor,11.69,topiary_garden,9.15,park,15.56
20,공원_동탄호수공원_631.jpg,downtown,26.5,skyscraper,23.23,canal/urban,17.12,downtown,26.5
21,공원_동호수어린이공원_133.jpg,field/cultivated,80.54,vineyard,6.65,farm,3.2,field/cultivated,80.54
22,공원_동호수어린이공원_134.jpg,zen_garden,34.07,pond,7.84,fishpond,7.69,zen_garden,34.07
23,공원_동호수어린이공원_135.jpg,airport_terminal,27.43,lobby,24.81,entrance_hall,6.58,airport_terminal,27.43
24,공원_왕송호수공원_662.jpg,park,58.91,picnic_area,8.0,boardwalk,7.79,park,58.91
25,공원_은계호수공원_646.jpg,bridge,39.66,viaduct,8.66,highway,4.67,bridge,39.66
26,공원_인천대공원 수목원길_1092.jpg,rainforest,44.47,forest/broadleaf,28.2,botanical_garden,11.7,rainforest,44.47
27,공원_인천대공원 수목원길_1093.jpg,forest/broadleaf,42.61,botanical_garden,25.69,japanese_garden,10.89,forest/broadleaf,42.61
28,공원_인천대공원 수목원길_1094.jpg,bamboo_forest,50.21,rainforest,14.43,forest/broadleaf,3.35,bamboo_forest,50.21
29,국수_국수골목 계양점_1361.jpg,butchers_shop,99.99,delicatessen,0.0,supermarket,0.0,butchers_shop,99.99
30,국수_국수골목 계양점_1362.jpg,bakery/shop,52.77,delicatessen,14.28,restaurant_kitchen,8.2,bakery/shop,52.77
31,국수_국수골목 계양점_1363.jpg,bakery/shop,38.39,market/outdoor,34.63,delicatessen,8.16,bakery/shop,38.39
32,국수_국수골목 연수점_1379.jpg,delicatessen,56.1,bakery/shop,19.88,restaurant,8.94,delicatessen,56.1
33,국수_국수골목 연수점_1380.jpg,shopfront,79.39,diner/outdoor,3.14,pharmacy,2.71,shopfront,79.39
34,국수_국수골목 연수점_1381.jpg,ice_cream_parlor,48.96,delicatessen,30.61,bakery/shop,12.21,ice_cream_parlor,48.96
35,냉면_개롱골목냉면_393.jpg,delicatessen,53.44,restaurant,19.56,fastfood_restaurant,4.55,delicatessen,53.44
36,냉면_골목냉면 혜화점_405.jpg,delicatessen,38.45,fishpond,17.64,bakery/shop,10.02,delicatessen,38.45
37,냉면_골목냉면 혜화점_406.jpg,ice_cream_parlor,65.43,bakery/shop,18.53,delicatessen,7.25,ice_cream_parlor,65.43
38,냉면_골목냉면 혜화점_407.jpg,delicatessen,73.31,bakery/shop,10.98,ice_cream_parlor,6.31,delicatessen,73.31
39,냉면_골목냉면_380.jpg,kindergarden_classroom,27.28,childs_room,10.95,drugstore,10.13,kindergarden_classroom,27.28
40,냉면_깡통골목 원조비빔당면_1821.jpg,cafeteria,28.64,food_court,12.86,flea_market/indoor,12.81,cafeteria,28.64
41,냉면_깡통골목 원조비빔당면_1822.jpg,flea_market/indoor,29.86,market/indoor,25.88,hardware_store,9.22,flea_market/indoor,29.86
42,냉면_수택골목냉면_906.jpg,bakery/shop,59.09,delicatessen,10.96,ice_cream_parlor,10.6,bakery/shop,59.09
43,냉면_수택골목냉면_907.jpg,fastfood_restaurant,61.18,food_court,16.2,shopfront,9.63,fastfood_restaurant,61.18
44,도보여행_서서울호수공원 산책길_142.jpg,tree_farm,41.75,botanical_garden,16.01,forest/broadleaf,9.94,tree_farm,41.75
45,도보여행_서서울호수공원 산책길_143.jpg,canal/natural,23.73,lake/natural,17.81,marsh,16.91,canal/natural,23.73
46,도시근린공원_광교호수공원_626.jpg,amphitheater,53.85,dam,23.15,bridge,4.69,amphitheater,53.85
47,도시근린공원_광교호수공원_627.jpg,downtown,18.31,skyscraper,18.12,lake/natural,11.96,downtown,18.31
48,도시근린공원_광교호수공원_628.jpg,canal/natural,38.83,river,16.15,moat/water,13.97,canal/natural,38.83
49,도시근린공원_금광호수공원_652.jpg,balcony/interior,14.24,lake/natural,11.55,islet,10.28,balcony/interior,14.24
50,도시근린공원_기흥호수공원_647.jpg,parking_lot,86.36,highway,3.42,crosswalk,3.31,parking_lot,86.36
51,도시근린공원_기흥호수공원_648.jpg,gazebo/exterior,39.55,pavilion,6.74,farm,5.16,gazebo/exterior,39.55
52,도시근린공원_기흥호수공원_649.jpg,dam,76.94,boathouse,5.05,canal/natural,3.97,dam,76.94
53,도시근린공원_반월호수공원_656.jpg,bus_station/indoor,14.73,hangar/outdoor,13.2,airport_terminal,5.75,bus_station/indoor,14.73
54,도시근린공원_반월호수공원_657.jpg,ski_resort,30.52,amusement_park,8.94,ticket_booth,7.99,ski_resort,30.52
55,도시근린공원_반월호수공원_658.jpg,formal_garden,8.22,topiary_garden,6.67,balcony/interior,6.66,formal_garden,8.22
56,도시근린공원_상동호수공원_632.jpg,art_studio,21.98,amusement_arcade,19.93,kindergarden_classroom,10.59,art_studio,21.98
57,도시근린공원_상동호수공원_633.jpg,topiary_garden,35.46,arch,33.62,botanical_garden,11.8,topiary_garden,35.46
58,도시근린공원_상동호수공원_634.jpg,windmill,94.75,wind_farm,4.36,farm,0.14,windmill,94.75
59,도시근린공원_서서울호수공원_127.jpg,pond,22.96,japanese_garden,16.31,tree_farm,7.47,pond,22.96
60,도시근린공원_안산호수공원_638.jpg,park,69.94,campus,8.04,plaza,6.48,park,69.94
61,도시근린공원_안산호수공원_639.jpg,kindergarden_classroom,23.96,dressing_room,19.16,art_school,14.25,kindergarden_classroom,23.96
62,도시근린공원_안산호수공원_640.jpg,plaza,21.33,campus,20.36,stage/outdoor,13.27,plaza,21.33
63,도시근린공원_오남호수공원_653.jpg,fountain,93.65,hot_spring,2.93,water_park,1.54,fountain,93.65
64,도시근린공원_오남호수공원_655.jpg,mountain_path,82.37,mountain,6.77,valley,3.53,mountain_path,82.37
65,도시근린공원_옥정호수공원_660.jpg,pavilion,64.38,stage/outdoor,10.21,market/indoor,3.09,pavilion,64.38
66,도시근린공원_옥정호수공원_661.jpg,kindergarden_classroom,14.96,drugstore,11.67,toyshop,10.54,kindergarden_classroom,14.96
67,도시근린공원_운정호수공원_635.jpg,marsh,10.84,canal/urban,9.98,lake/natural,8.73,marsh,10.84
68,도시근린공원_운정호수공원_637.jpg,bridge,22.38,canal/natural,17.07,dam,12.75,bridge,22.38
69,도시근린공원_장자호수공원_641.jpg,drugstore,18.08,clean_room,15.33,booth/indoor,12.01,drugstore,18.08
70,도시근린공원_장자호수공원_642.jpg,crosswalk,59.43,downtown,25.96,parking_garage/outdoor,6.01,crosswalk,59.43
71,도시근린공원_장자호수공원_643.jpg,downtown,53.86,parking_lot,21.61,skyscraper,6.24,downtown,53.86
72,도시근린공원_청라호수공원_1107.jpg,amusement_park,27.23,windmill,12.71,formal_garden,10.53,amusement_park,27.23
73,도시근린공원_청라호수공원_1108.jpg,water_park,58.77,canal/urban,23.49,amusement_park,6.85,water_park,58.77
74,도시근린공원_청라호수공원_1109.jpg,pavilion,9.43,promenade,7.24,parking_lot,6.85,pavilion,9.43
75,도시근린공원_해오름호수공원_1110.jpg,swamp,15.9,pond,15.86,marsh,14.44,swamp,15.9
76,도시근린공원_해오름호수공원_1111.jpg,castle,20.8,palace,13.65,marsh,9.44,castle,20.8
77,도시근린공원_해오름호수공원_1112.jpg,canal/urban,34.51,moat/water,34.19,canal/natural,18.65,canal/urban,34.51
78,등산정보_관악산 호수공원분기점_144.jpg,playroom,48.72,childs_room,34.33,amusement_arcade,7.02,playroom,48.72
79,등산정보_관악산 호수공원분기점_145.jpg,amusement_arcade,45.61,arena/performance,5.05,recreation_room,2.87,amusement_arcade,45.61
80,등산정보_관악산 호수공원분기점_146.jpg,fishpond,15.56,boat_deck,8.98,landing_deck,6.58,fishpond,15.56
81,디저트카페_동양염전베이커리카페_1080.jpg,dam,34.44,loading_dock,19.45,industrial_area,12.64,dam,34.44
82,디저트카페_동양염전베이커리카페_1081.jpg,booth/indoor,73.13,science_museum,13.39,museum/indoor,2.82,booth/indoor,73.13
83,디저트카페_동양염전베이커리카페_1082.jpg,patio,44.11,roof_garden,15.45,greenhouse/indoor,12.74,patio,44.11
84,디저트카페_마롱브런치&베이커리카페_495.jpg,loading_dock,7.3,harbor,6.89,pier,5.69,loading_dock,7.3
85,디저트카페_마롱브런치&베이커리카페_496.jpg,hospital,19.78,library/outdoor,17.26,parking_garage/outdoor,12.79,hospital,19.78
86,디저트카페_바다와풍경_490.jpg,hospital,33.65,park,10.54,golf_course,7.71,hospital,33.65
87,디저트카페_바다와풍경_491.jpg,ice_shelf,32.52,beach,15.08,ocean,12.99,ice_shelf,32.52
88,디저트카페_보스커피&브런치_12.jpg,delicatessen,72.23,market/outdoor,5.85,restaurant,4.04,delicatessen,72.23
89,디저트카페_브런치카페 이엘_1507.jpg,bar,24.14,sushi_bar,19.86,restaurant,7.0,bar,24.14
90,디저트카페_브룩스_1543.jpg,bathroom,53.8,shower,24.62,sauna,5.8,bathroom,53.8
91,디저트카페_빠르끄 풍동본점_575.jpg,delicatessen,94.53,restaurant,1.05,fastfood_restaurant,0.96,delicatessen,94.53
92,디저트카페_빠르끄 풍동본점_576.jpg,bakery/shop,51.05,delicatessen,18.59,ice_cream_parlor,11.86,bakery/shop,51.05
93,디저트카페_빠르끄 풍동본점_577.jpg,delicatessen,53.54,bakery/shop,26.8,fastfood_restaurant,5.82,delicatessen,53.54
94,디저트카페_스타골목커피_1397.jpg,discotheque,19.51,arena/performance,15.03,stage/indoor,7.55,discotheque,19.51
95,디저트카페_스타골목커피_1398.jpg,art_studio,22.16,art_gallery,14.17,amusement_park,7.68,art_studio,22.16
96,디저트카페_스타골목커피_1399.jpg,valley,30.63,mountain_path,10.18,cliff,8.76,valley,30.63
97,디저트카페_어로프슬라이스피스_551.jpg,butchers_shop,58.23,supermarket,17.83,market/outdoor,7.68,butchers_shop,58.23
98,디저트카페_어로프슬라이스피스_552.jpg,art_studio,7.14,sushi_bar,6.87,bowling_alley,5.05,art_studio,7.14
99,디저트카페_어로프슬라이스피스_553.jpg,recreation_room,12.35,coffee_shop,12.24,office,6.18,recreation_room,12.35
100,디저트카페_에테르_1476.jpg,balcony/interior,54.22,beach_house,17.52,bow_window/indoor,16.13,balcony/interior,54.22
101,디저트카페_우즈베이커리_1559.jpg,airport_terminal,22.93,server_room,17.42,baseball_field,6.71,airport_terminal,22.93
102,디저트카페_우즈베이커리카페 수성호수점_1930.jpg,bakery/shop,91.5,delicatessen,4.26,butchers_shop,2.36,bakery/shop,91.5
103,디저트카페_우즈베이커리카페 수성호수점_1931.jpg,atrium/public,27.13,dining_hall,9.45,office_cubicles,8.02,atrium/public,27.13
104,디저트카페_이진상회_545.jpg,bazaar/outdoor,15.89,plaza,8.26,motel,7.82,bazaar/outdoor,15.89
105,디저트카페_이진상회_546.jpg,greenhouse/outdoor,94.3,doorway/outdoor,0.68,synagogue/outdoor,0.68,greenhouse/outdoor,94.3
106,디저트카페_이진상회_547.jpg,pavilion,56.16,hunting_lodge/outdoor,20.85,kennel/outdoor,4.41,pavilion,56.16
107,디저트카페_인스퍼레이션디 동촌유원지점_1950.jpg,industrial_area,31.78,parking_garage/outdoor,25.59,loading_dock,7.29,industrial_area,31.78
108,디저트카페_인스퍼레이션디 동촌유원지점_1951.jpg,restaurant_patio,40.73,patio,8.38,restaurant,5.99,restaurant_patio,40.73
109,디저트카페_초이스엠_1944.jpg,library/outdoor,11.88,hospital,11.74,office_building,8.32,library/outdoor,11.88
110,디저트카페_초이스엠_1945.jpg,bakery/shop,90.49,delicatessen,3.61,supermarket,1.63,bakery/shop,90.49
111,디저트카페_초이스엠_1946.jpg,industrial_area,46.71,office_building,9.95,library/outdoor,6.94,industrial_area,46.71
112,디저트카페_카페 레드브리끄_478.jpg,shopfront,18.69,hotel/outdoor,14.35,diner/outdoor,9.7,shopfront,18.69
113,디저트카페_토지베이커리브런치카페_499.jpg,candy_store,71.36,ice_cream_parlor,14.56,playroom,2.41,candy_store,71.36
114,디저트카페_토지베이커리브런치카페_500.jpg,server_room,92.27,airport_terminal,1.04,cockpit,1.02,server_room,92.27
115,디저트카페_포레스트아웃팅스 송도점_1062.jpg,shopping_mall/indoor,86.42,atrium/public,9.11,arcade,2.81,shopping_mall/indoor,86.42
116,디저트카페_포레스트아웃팅스 송도점_1063.jpg,industrial_area,18.95,motel,11.72,beach_house,6.74,industrial_area,18.95
117,디저트카페_프릳츠 도화점_52.jpg,courtyard,11.68,parking_garage/outdoor,10.63,roof_garden,9.25,courtyard,11.68
118,디저트카페_프릳츠 도화점_53.jpg,locker_room,12.63,museum/indoor,11.35,coffee_shop,6.77,locker_room,12.63
119,디저트카페_프릳츠 도화점_54.jpg,coffee_shop,91.3,ice_cream_parlor,4.23,restaurant,1.0,coffee_shop,91.3
120,떡볶이_골목떡볶이_367.jpg,hardware_store,16.59,toyshop,9.06,assembly_line,5.15,hardware_store,16.59
121,"릉,묘,총_김포장릉_790.jpg",forest_path,57.5,rainforest,8.16,mountain_path,7.57,forest_path,57.5
122,"릉,묘,총_동구릉_770.jpg",cemetery,63.3,mausoleum,18.79,barndoor,3.44,cemetery,63.3
123,"릉,묘,총_동구릉_771.jpg",archaelogical_excavation,24.2,village,14.35,mausoleum,6.11,archaelogical_excavation,24.2
124,"릉,묘,총_동구릉_772.jpg",temple/asia,15.42,pagoda,11.81,mausoleum,11.81,temple/asia,15.42
125,"릉,묘,총_서오릉_773.jpg",driveway,13.65,mausoleum,10.04,amphitheater,7.15,driveway,13.65
126,"릉,묘,총_서오릉_774.jpg",ticket_booth,50.68,elevator/door,22.84,bank_vault,7.35,ticket_booth,50.68
127,"릉,묘,총_서오릉_775.jpg",forest_path,20.31,forest_road,19.28,bamboo_forest,14.24,forest_path,20.31
128,"릉,묘,총_서울선릉과정릉_259.jpg",childs_room,41.19,nursery,10.13,clean_room,9.8,childs_room,41.19
129,"릉,묘,총_서울선릉과정릉_260.jpg",cemetery,55.31,archive,12.5,mausoleum,6.7,cemetery,55.31
130,"릉,묘,총_서울선릉과정릉_261.jpg",topiary_garden,8.76,stadium/soccer,6.3,ski_slope,5.16,topiary_garden,8.76
131,"릉,묘,총_연산동고분군_1710.jpg",village,64.9,downtown,5.86,skyscraper,4.99,village,64.9
132,"릉,묘,총_연산동고분군_1711.jpg",museum/indoor,44.89,archaelogical_excavation,19.03,science_museum,7.63,museum/indoor,44.89
133,"릉,묘,총_연산동고분군_1712.jpg",vineyard,22.6,village,19.33,tree_farm,13.92,vineyard,22.6
134,"릉,묘,총_영녕릉 세종대왕유적지구 세종대왕릉_786.jpg",archive,27.88,server_room,27.23,locker_room,13.03,archive,27.88
135,"릉,묘,총_화성융릉과건릉_776.jpg",topiary_garden,93.61,formal_garden,3.84,vineyard,0.94,topiary_garden,93.61
136,"릉,묘,총_화성융릉과건릉_777.jpg",science_museum,69.61,natural_history_museum,26.97,museum/indoor,3.23,science_museum,69.61
137,"릉,묘,총_화성융릉과건릉_778.jpg",science_museum,22.78,utility_room,16.9,elevator/door,11.51,science_museum,22.78
138,문_광화문_247.jpg,downtown,24.6,street,12.94,bus_station/indoor,8.24,downtown,24.6
139,문_광화문_248.jpg,downtown,45.73,plaza,24.72,street,5.75,downtown,45.73
140,문_광화문_249.jpg,downtown,42.08,skyscraper,40.4,office_building,6.6,downtown,42.08
141,문_금정산성 남문_1696.jpg,mausoleum,63.66,temple/asia,20.43,pagoda,5.09,mausoleum,63.66
142,문_독립문_270.jpg,aqueduct,26.65,kasbah,21.75,arch,9.97,aqueduct,26.65
143,문_독립문_271.jpg,legislative_chamber,44.23,lecture_room,14.87,conference_center,11.16,legislative_chamber,44.23
144,문_독립문_272.jpg,candy_store,29.74,ticket_booth,10.3,drugstore,6.03,candy_store,29.74
145,문_수원화성 장안문_782.jpg,mountain_path,15.03,rope_bridge,10.14,mountain,7.34,mountain_path,15.03
146,문_수원화성 장안문_783.jpg,pagoda,45.54,mausoleum,14.05,temple/asia,12.61,pagoda,45.54
147,문_수원화성 장안문_784.jpg,highway,42.28,ski_slope,13.78,desert/sand,7.62,highway,42.28
148,문_수원화성 팔달문_794.jpg,slum,46.78,pagoda,13.31,temple/asia,8.82,slum,46.78
149,문_수원화성 팔달문_795.jpg,temple/asia,62.08,pagoda,22.27,palace,8.85,temple/asia,62.08
150,문_수원화성 팔달문_796.jpg,highway,13.12,temple/asia,9.86,carrousel,7.47,highway,13.12
151,문_숭례문_253.jpg,temple/asia,33.98,pagoda,17.52,throne_room,15.64,temple/asia,33.98
152,문_숭례문_254.jpg,downtown,29.67,plaza,10.59,pagoda,7.97,downtown,29.67
153,문_숭례문_255.jpg,plaza,19.73,downtown,13.86,campus,11.44,plaza,19.73
154,문_홍예문_1262.jpg,catacomb,64.73,arch,6.6,grotto,5.45,catacomb,64.73
155,문_홍예문_1264.jpg,arch,31.3,aqueduct,21.48,viaduct,17.43,arch,31.3
156,문_흥인지문_257.jpg,plaza,53.92,downtown,25.59,crosswalk,4.24,plaza,53.92
157,문_흥인지문_258.jpg,fire_escape,20.97,pagoda,13.46,phone_booth,7.83,fire_escape,20.97
158,문화유적_고려궁지_1230.jpg,temple/asia,44.86,pagoda,25.45,mausoleum,6.35,temple/asia,44.86
159,문화유적_고려궁지_1231.jpg,porch,15.34,ticket_booth,8.47,stable,8.24,porch,15.34
160,문화유적_고려궁지_1232.jpg,temple/asia,39.97,ticket_booth,17.84,diner/outdoor,8.8,temple/asia,39.97
161,문화유적_서울암사동유적_273.jpg,bakery/shop,15.72,storage_room,15.16,general_store/indoor,11.08,bakery/shop,15.72
162,문화유적_서울암사동유적_274.jpg,conference_center,56.33,television_studio,14.16,auditorium,8.45,conference_center,56.33
163,문화유적_서울암사동유적_275.jpg,forest_path,31.24,park,10.19,botanical_garden,6.76,forest_path,31.24
164,문화유적_석파정_263.jpg,library/outdoor,25.35,zen_garden,12.54,pavilion,6.24,library/outdoor,25.35
165,문화유적_연미정_1226.jpg,farm,17.59,vineyard,13.86,pasture,8.9,farm,17.59
166,문화유적_외양포진지_1701.jpg,kennel/outdoor,13.92,stable,10.58,natural_history_museum,9.56,kennel/outdoor,13.92
167,문화유적_외양포진지_1702.jpg,ticket_booth,95.52,gas_station,4.11,general_store/outdoor,0.08,ticket_booth,95.52
168,문화유적_외양포진지_1703.jpg,natural_history_museum,62.64,museum/indoor,18.42,science_museum,11.49,natural_history_museum,62.64
169,문화유적_원인재_1247.jpg,temple/asia,60.57,pagoda,12.34,palace,9.56,temple/asia,60.57
170,문화유적_원인재_1248.jpg,delicatessen,81.11,restaurant,7.03,market/outdoor,3.03,delicatessen,81.11
171,문화유적_원인재_1249.jpg,temple/asia,54.97,pagoda,13.86,pavilion,5.52,temple/asia,54.97
172,문화유적_장수동 은행나무_1236.jpg,park,84.2,tree_farm,2.77,promenade,1.69,park,84.2
173,문화유적_장수동 은행나무_1238.jpg,park,18.37,picnic_area,10.35,pavilion,7.68,park,18.37
174,문화유적_정약용유적지_791.jpg,hospital,43.65,highway,8.3,industrial_area,5.49,hospital,43.65
175,문화유적_정약용유적지_792.jpg,classroom,31.18,lecture_room,21.37,art_school,10.7,classroom,31.18
176,문화유적_정약용유적지_793.jpg,golf_course,29.32,campus,11.93,athletic_field/outdoor,9.15,golf_course,29.32
177,문화유적_충렬사_1680.jpg,temple/asia,49.63,mausoleum,22.2,pagoda,14.2,temple/asia,49.63
178,문화유적_충렬사_1681.jpg,doorway/outdoor,69.02,porch,4.44,balcony/exterior,4.25,doorway/outdoor,69.02
179,문화유적_충렬사_1682.jpg,temple/asia,56.14,pagoda,15.85,japanese_garden,4.81,temple/asia,56.14
180,문화유적_해월정_1700.jpg,shoe_shop,94.85,repair_shop,0.93,natural_history_museum,0.85,shoe_shop,94.85
181,미술관_가나아트파크_696.jpg,science_museum,11.39,museum/indoor,10.94,engine_room,10.11,science_museum,11.39
182,미술관_가나아트파크_697.jpg,art_studio,34.69,art_gallery,22.87,art_school,10.61,art_studio,34.69
183,미술관_가나아트파크_698.jpg,ticket_booth,37.42,general_store/outdoor,21.65,diner/outdoor,3.93,ticket_booth,37.42
184,미술관_간송미술관_190.jpg,archaelogical_excavation,67.96,cemetery,20.07,zen_garden,4.11,archaelogical_excavation,67.96
185,미술관_간송미술관_191.jpg,japanese_garden,57.93,pagoda,27.45,zen_garden,4.3,japanese_garden,57.93
186,미술관_간송미술관_192.jpg,cemetery,32.45,japanese_garden,22.68,park,18.88,cemetery,32.45
187,미술관_경기도미술관_683.jpg,jewelry_shop,31.26,beauty_salon,21.4,clean_room,10.57,jewelry_shop,31.26
188,미술관_경기도미술관_684.jpg,drugstore,24.08,pharmacy,13.95,hardware_store,2.7,drugstore,24.08
189,미술관_경기도미술관_685.jpg,arena/performance,34.0,aquarium,22.13,natural_history_museum,19.54,arena/performance,34.0
190,미술관_경원미술관_1158.jpg,pizzeria,80.9,delicatessen,15.71,restaurant,1.06,pizzeria,80.9
191,미술관_경원미술관_1159.jpg,general_store/outdoor,47.35,diner/outdoor,18.31,ticket_booth,12.31,general_store/outdoor,47.35
192,미술관_경원미술관_1160.jpg,airport_terminal,40.67,department_store,9.23,elevator_lobby,5.94,airport_terminal,40.67
193,미술관_고은사진미술관_1608.jpg,booth/indoor,25.16,museum/indoor,15.31,television_studio,15.05,booth/indoor,25.16
194,미술관_고은사진미술관_1609.jpg,clothing_store,18.14,booth/indoor,6.14,construction_site,5.73,clothing_store,18.14
195,미술관_고은사진미술관_1610.jpg,home_theater,29.31,lobby,6.69,art_gallery,6.0,home_theater,29.31
196,미술관_구하우스미술관_689.jpg,veterinarians_office,51.86,pet_shop,11.66,natural_history_museum,9.13,veterinarians_office,51.86
197,미술관_국립현대미술관 과천_673.jpg,museum/outdoor,42.29,mausoleum,24.85,library/outdoor,12.72,museum/outdoor,42.29
198,미술관_국립현대미술관 서울_156.jpg,campus,23.13,industrial_area,22.48,parking_garage/outdoor,18.84,campus,23.13
199,미술관_국제갤러리 부산지점_1635.jpg,ice_floe,11.26,shower,10.65,beauty_salon,6.76,ice_floe,11.26
200,미술관_국제갤러리 부산지점_1636.jpg,artists_loft,46.49,art_gallery,38.9,art_studio,7.7,artists_loft,46.49
201,미술관_국제갤러리 부산지점_1637.jpg,office_building,41.03,downtown,15.96,skyscraper,13.75,office_building,41.03
202,미술관_금련산갤러리_1638.jpg,childs_room,22.79,nursery,19.29,ice_shelf,18.28,childs_room,22.79
203,미술관_금련산갤러리_1639.jpg,museum/indoor,19.13,martial_arts_gym,5.92,ice_shelf,4.53,museum/indoor,19.13
204,미술관_금련산갤러리_1640.jpg,museum/indoor,19.2,clothing_store,8.08,ice_shelf,6.96,museum/indoor,19.2
205,미술관_금정문화회관 금샘미술관_1620.jpg,clothing_store,22.14,gift_shop,13.79,jewelry_shop,13.66,clothing_store,22.14
206,미술관_금정문화회관 금샘미술관_1621.jpg,elevator/door,54.39,museum/indoor,15.42,elevator_lobby,8.32,elevator/door,54.39
207,미술관_금정문화회관 금샘미술관_1622.jpg,clothing_store,6.49,childs_room,6.05,elevator/door,5.94,clothing_store,6.49
208,미술관_김홍도미술관_705.jpg,office_building,29.24,hospital,14.28,skyscraper,12.99,office_building,29.24
